generated_rule,ground_truth_rule,meteor,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure,bert_precision,bert_recall,bert_f1,cosine_similarity
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.08064516129032258,0.25,0.20689655172413793,0.22641509433962265,0.0,0.0,0.0,0.20833333333333334,0.1724137931034483,0.18867924528301888,0.8397117853164673,0.8624585866928101,0.8509331941604614,0.4309088885784149
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.1413427561837456,0.3333333333333333,0.27586206896551724,0.3018867924528302,0.0,0.0,0.0,0.20833333333333334,0.1724137931034483,0.18867924528301888,0.8627291917800903,0.8545836210250854,0.8586370944976807,0.6943502426147461
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.07672634271099743,0.25,0.15789473684210525,0.1935483870967742,0.0,0.0,0.0,0.20833333333333334,0.13157894736842105,0.16129032258064516,0.810325026512146,0.8325433135032654,0.8212839961051941,0.07011015713214874
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.10670731707317073,0.25,0.1935483870967742,0.21818181818181817,0.0,0.0,0.0,0.125,0.0967741935483871,0.10909090909090909,0.8095604181289673,0.8355845212936401,0.8223666548728943,0.22814631462097168
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.049504950495049514,0.041666666666666664,0.05263157894736842,0.04651162790697675,0.0,0.0,0.0,0.041666666666666664,0.05263157894736842,0.04651162790697675,0.8231786489486694,0.8558443188667297,0.8391937017440796,0.3164452314376831
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.09404388714733541,0.20833333333333334,0.16129032258064516,0.1818181818181818,0.0,0.0,0.0,0.16666666666666666,0.12903225806451613,0.14545454545454548,0.8134037256240845,0.8358612060546875,0.8244795203208923,0.07610958814620972
A cookie will be set if the session has been modified or if the session is permanent and SESSION_REFRESH_EACH_REQUEST is true.,"If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.14106583072100312,0.3333333333333333,0.27586206896551724,0.3018867924528302,0.0,0.0,0.0,0.20833333333333334,0.1724137931034483,0.18867924528301888,0.8363069295883179,0.8491083383560181,0.8426589965820312,0.19762301445007324
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.10638297872340427,0.3,0.24,0.2666666666666666,0.0,0.0,0.0,0.15,0.12,0.1333333333333333,0.8701798915863037,0.8605291843414307,0.8653275966644287,0.3072924017906189
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.09708737864077671,0.3,0.20689655172413793,0.24489795918367346,0.0,0.0,0.0,0.15,0.10344827586206896,0.12244897959183673,0.8660156726837158,0.8558514714241028,0.8609035611152649,0.27196192741394043
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.14184397163120566,0.5,0.3448275862068966,0.40816326530612246,0.10526315789473684,0.07142857142857142,0.0851063829787234,0.3,0.20689655172413793,0.24489795918367346,0.8842618465423584,0.8391393423080444,0.8611098527908325,0.6725870370864868
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.06410256410256411,0.2,0.10526315789473684,0.13793103448275862,0.05263157894736842,0.02702702702702703,0.03571428571428572,0.2,0.10526315789473684,0.13793103448275862,0.8532146215438843,0.8368507623672485,0.8449534177780151,0.030800454318523407
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.061162079510703356,0.15,0.0967741935483871,0.11764705882352941,0.0,0.0,0.0,0.15,0.0967741935483871,0.11764705882352941,0.8536525368690491,0.8385271430015564,0.8460222482681274,0.08654923737049103
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.0746268656716418,0.1,0.10526315789473684,0.10256410256410256,0.0,0.0,0.0,0.05,0.05263157894736842,0.05128205128205128,0.8493990302085876,0.8408874273300171,0.8451218008995056,0.1086440235376358
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.07861635220125786,0.2,0.12903225806451613,0.1568627450980392,0.0,0.0,0.0,0.2,0.12903225806451613,0.1568627450980392,0.8667503595352173,0.8439022898674011,0.8551737666130066,0.11278045177459717
The expiration time for a permanent session is set to the current time plus the application's permanent session lifetime.,"If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.07861635220125786,0.2,0.13793103448275862,0.16326530612244897,0.0,0.0,0.0,0.15,0.10344827586206896,0.12244897959183673,0.8572885990142822,0.8428391218185425,0.8500024080276489,0.03807307034730911
"If the session cannot be opened due to a configuration error, a null session will be created.","request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.10676156583629894,0.23529411764705882,0.16,0.19047619047619052,0.0625,0.041666666666666664,0.05,0.17647058823529413,0.12,0.14285714285714282,0.8757379055023193,0.8520513772964478,0.8637322783470154,0.30807948112487793
"If the session cannot be opened due to a configuration error, a null session will be created.","Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.08116883116883117,0.23529411764705882,0.13793103448275862,0.17391304347826086,0.0625,0.03571428571428571,0.045454545454545456,0.23529411764705882,0.13793103448275862,0.17391304347826086,0.8806782960891724,0.8572192192077637,0.8687904477119446,0.23812295496463776
"If the session cannot be opened due to a configuration error, a null session will be created.",Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.08896797153024912,0.29411764705882354,0.1724137931034483,0.2173913043478261,0.0,0.0,0.0,0.17647058823529413,0.10344827586206896,0.13043478260869565,0.8791961669921875,0.8206201791763306,0.8488988876342773,0.5077675580978394
"If the session cannot be opened due to a configuration error, a null session will be created.","Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.10282776349614396,0.35294117647058826,0.15789473684210525,0.21818181818181817,0.0,0.0,0.0,0.17647058823529413,0.07894736842105263,0.10909090909090909,0.8819847106933594,0.8429557085037231,0.8620287179946899,0.12875302135944366
"If the session cannot be opened due to a configuration error, a null session will be created.","If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.09202453987730061,0.23529411764705882,0.12903225806451613,0.16666666666666666,0.0,0.0,0.0,0.17647058823529413,0.0967741935483871,0.125,0.8798523545265198,0.844894289970398,0.8620190024375916,0.20348617434501648
"If the session cannot be opened due to a configuration error, a null session will be created.","Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.075,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.0,0.0,0.0,0.058823529411764705,0.05263157894736842,0.05555555555555555,0.8625882863998413,0.839066743850708,0.8506649136543274,0.20689189434051514
"If the session cannot be opened due to a configuration error, a null session will be created.","A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.07886435331230285,0.17647058823529413,0.0967741935483871,0.125,0.0,0.0,0.0,0.058823529411764705,0.03225806451612903,0.041666666666666664,0.8721567988395691,0.8415570259094238,0.8565837144851685,0.10300476849079132
"If the session cannot be opened due to a configuration error, a null session will be created.","If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.11041009463722397,0.29411764705882354,0.1724137931034483,0.2173913043478261,0.0,0.0,0.0,0.23529411764705882,0.13793103448275862,0.17391304347826086,0.8841835260391235,0.853083610534668,0.8683552145957947,0.0953468307852745
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.07326007326007326,0.23076923076923078,0.12,0.15789473684210525,0.0,0.0,0.0,0.15384615384615385,0.08,0.10526315789473685,0.8544371128082275,0.8509968519210815,0.8527135252952576,0.36212873458862305
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.05,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.0,0.0,0.0,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.8514075875282288,0.8455881476402283,0.848487913608551,0.3051372766494751
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.07326007326007326,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.0,0.0,0.0,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.8866474628448486,0.8435885906219482,0.8645822405815125,0.5254843235015869
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.026246719160104983,0.07692307692307693,0.02631578947368421,0.0392156862745098,0.0,0.0,0.0,0.07692307692307693,0.02631578947368421,0.0392156862745098,0.8188258409500122,0.8266357183456421,0.822712242603302,0.06662628054618835
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.06289308176100629,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.0,0.0,0.0,0.15384615384615385,0.06451612903225806,0.09090909090909091,0.8245933055877686,0.8317669630050659,0.8281645774841309,0.13103535771369934
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.05208333333333333,0.07692307692307693,0.05263157894736842,0.0625,0.0,0.0,0.0,0.07692307692307693,0.05263157894736842,0.0625,0.8431053757667542,0.8488155603408813,0.8459507822990417,0.19870568811893463
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.04854368932038835,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.0,0.0,0.0,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.8463432192802429,0.8461848497390747,0.8462640643119812,0.2575637698173523
The session cookie name is determined by the SESSION_COOKIE_NAME configuration value.,"If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.06472491909385113,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.0,0.0,0.0,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.8533118963241577,0.8423136472702026,0.8477771282196045,0.08437585830688477
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.07326007326007326,0.23076923076923078,0.12,0.15789473684210525,0.0,0.0,0.0,0.15384615384615385,0.08,0.10526315789473685,0.8494665622711182,0.8522345423698425,0.8508482575416565,0.4234239161014557
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.03333333333333333,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.0,0.0,0.0,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.8462374210357666,0.8464648723602295,0.846351146697998,0.2436230480670929
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.07326007326007326,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.0,0.0,0.0,0.3076923076923077,0.13793103448275862,0.1904761904761905,0.8789200186729431,0.8433092832565308,0.8607465028762817,0.5422564744949341
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.026246719160104983,0.07692307692307693,0.02631578947368421,0.0392156862745098,0.0,0.0,0.0,0.07692307692307693,0.02631578947368421,0.0392156862745098,0.8195250630378723,0.8299052119255066,0.8246824741363525,0.0722314715385437
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.06289308176100629,0.23076923076923078,0.0967741935483871,0.13636363636363635,0.0,0.0,0.0,0.15384615384615385,0.06451612903225806,0.09090909090909091,0.8228843808174133,0.835053026676178,0.8289240598678589,0.15806838870048523
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.05208333333333333,0.07692307692307693,0.05263157894736842,0.0625,0.0,0.0,0.0,0.07692307692307693,0.05263157894736842,0.0625,0.8373911380767822,0.8508408665657043,0.8440625071525574,0.20606672763824463
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.032362459546925564,0.07692307692307693,0.03225806451612903,0.045454545454545456,0.0,0.0,0.0,0.07692307692307693,0.03225806451612903,0.045454545454545456,0.835637629032135,0.8378585577011108,0.8367465734481812,0.15848524868488312
The session cookie domain is determined by the SESSION_COOKIE_DOMAIN configuration value.,"If a view function has a required_methods attribute, Flask will always include those methods on the route, even if you explicitly set different ones in the route() call.",0.04854368932038835,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.0,0.0,0.0,0.15384615384615385,0.06896551724137931,0.09523809523809525,0.8488348722457886,0.8435989618301392,0.8462088108062744,0.05346274375915527
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"request, session, g, and current_app are all proxies tied to a context. They only work while the right app or request context is active.",0.10563380281690139,0.21739130434782608,0.2,0.20833333333333331,0.0,0.0,0.0,0.13043478260869565,0.12,0.12499999999999997,0.8285239934921265,0.859623908996582,0.8437874913215637,0.5015815496444702
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"Flask's session object doesn't notice when you mutate something in place, like appending to a list. You need to manually set session.modified = True when that happens.",0.06430868167202572,0.17391304347826086,0.13793103448275862,0.15384615384615385,0.0,0.0,0.0,0.13043478260869565,0.10344827586206896,0.11538461538461538,0.8298969268798828,0.8564095497131348,0.8429448008537292,0.341317355632782
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,Sessions are stored in a signed cookie that normally disappears when the browser closes. Setting permanent to True keeps it alive for as long as PERMANENT_SESSION_LIFETIME says.,0.10563380281690139,0.2608695652173913,0.20689655172413793,0.23076923076923075,0.0,0.0,0.0,0.17391304347826086,0.13793103448275862,0.15384615384615385,0.8479726314544678,0.8473466038703918,0.8476595282554626,0.5286227464675903
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"Trailing slashes matter for routing. A route defined with a trailing slash will redirect a request without one to the slash version, and a route without a trailing slash returns a 404 if someone requests it with one.",0.06377551020408163,0.13043478260869565,0.07894736842105263,0.09836065573770492,0.0,0.0,0.0,0.08695652173913043,0.05263157894736842,0.06557377049180328,0.8121556043624878,0.8376179933547974,0.8246903419494629,0.27287757396698
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"If a route has a default value and also accepts POST, the version with the default should only handle GET, since a redirect can't carry form data along with it.",0.07598784194528875,0.17391304347826086,0.12903225806451613,0.14814814814814814,0.0,0.0,0.0,0.08695652173913043,0.06451612903225806,0.07407407407407407,0.8102508187294006,0.8388491868972778,0.8243020176887512,0.2593167722225189
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"Routes default to handling GET, along with HEAD. OPTIONS gets added automatically unless provide_automatic_options is turned off.",0.07389162561576354,0.08695652173913043,0.10526315789473684,0.09523809523809525,0.0,0.0,0.0,0.043478260869565216,0.05263157894736842,0.04761904761904762,0.827311635017395,0.8603456020355225,0.843505322933197,0.31962135434150696
The session cookie path is determined by the SESSION_COOKIE_PATH configuration value or falls back to APPLICATION_ROOT or '/' if not set.,"A view's endpoint name comes from its function name unless you set one explicitly, and it automatically gets prefixed with the blueprint's name if it's registered through one.",0.078125,0.13043478260869565,0.0967741935483871,0.1111111111111111,0.0,0.0,0.0,0.08695652173913043,0.06451612903225806,0.07407407407407407,0.8269591331481934,0.8525234460830688,0.8395467400550842,0.16681192815303802
